EmployeeNumber,Age,AgeBand,Attrition,AttritionFlag,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyPayrollCost,MonthlyRate,HourlyRate,DailyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,EnvironmentSatisfaction,JobSatisfaction,JobInvolvement,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,LastReviewDate,ManagerID,WorkLocation,RemoteWork,ExitReason
1363,19,18-25,No,0,Travel_Rarely,Research & Development,13,4,Marketing,1,Male,1,Manufacturing Director,Single,7787,9974,20738,60,520,2,No,20,3,4,4,1,2,80,3,0,2,3,0,0,0,0,2024-11-20,2024-11-17,1041,Malmo,Hybrid,Not applicable
1364,31,26-35,Yes,1,Non-Travel,Research & Development,25,2,Life Sciences,1,Female,2,Manager,Single,15126,20795,22320,95,996,4,No,22,3,1,4,3,4,80,0,12,3,1,3,3,3,3,2021-01-24,2024-08-05,1066,Malmo,No,Work-life balance
1365,37,36-45,Yes,1,Non-Travel,Research & Development,16,4,Marketing,1,Female,2,Manager,Divorced,15343,21608,9937,85,503,4,No,23,4,2,1,4,2,80,1,14,2,2,8,4,5,8,2016-05-15,2024-07-04,1060,Gothenburg,Hybrid,Retirement
1366,60,56+,No,0,Non-Travel,Research & Development,2,4,Medical,1,Male,5,Research Scientist,Married,9584,13558,18267,64,319,2,Yes,23,3,1,4,4,3,80,2,40,1,3,13,1,2,13,2011-08-26,2024-11-29,1024,Malmo,No,Not applicable
1367,40,36-45,No,0,Travel_Rarely,Research & Development,1,4,Medical,1,Female,4,Laboratory Technician,Married,5358,7041,5466,98,1078,1,Yes,14,3,1,2,2,4,80,1,19,3,1,1,1,1,1,2023-10-29,2024-11-12,1053,Copenhagen,No,Not applicable
1368,46,46-55,No,0,Travel_Rarely,Research & Development,15,2,Marketing,1,Female,4,Healthcare Representative,Single,10352,14316,17102,67,1266,3,No,18,3,2,2,1,4,80,0,26,2,4,6,2,2,6,2018-09-03,2024-07-18,1018,Malmo,Full Remote,Not applicable
1369,42,36-45,No,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,3,Manufacturing Director,Single,9412,12039,19531,41,499,0,No,14,3,2,1,4,2,80,0,19,3,4,9,0,4,2,2015-09-07,2024-07-14,1004,Oslo,No,Not applicable
1370,35,26-35,No,0,Travel_Rarely,Research & Development,10,1,Technical Degree,1,Female,3,Research Scientist,Married,5266,7252,13513,37,546,6,No,15,3,2,1,2,3,80,1,13,5,3,10,1,4,1,2014-07-14,2024-11-28,1027,Copenhagen,Hybrid,Not applicable
1371,50,46-55,No,0,Travel_Frequently,Research & Development,16,2,Life Sciences,1,Female,4,Research Scientist,Divorced,7708,10446,22341,87,963,1,Yes,20,3,2,3,1,1,80,0,29,4,4,6,6,0,3,2018-06-30,2024-05-30,1021,Malmo,Hybrid,Not applicable
1372,42,36-45,No,0,Travel_Rarely,Research & Development,15,5,Medical,1,Male,2,Research Director,Single,17601,23959,8002,91,332,5,No,20,3,1,1,2,1,80,0,15,2,1,1,1,1,1,2023-04-29,2024-09-21,1088,Malmo,Full Remote,Not applicable
1373,28,26-35,No,0,Travel_Rarely,Research & Development,23,3,Medical,1,Male,2,Healthcare Representative,Married,6451,9101,11624,83,237,1,Yes,24,3,3,3,4,3,80,1,0,1,4,0,0,0,0,2024-02-23,2024-12-04,1049,Gothenburg,Hybrid,Not applicable
1374,31,26-35,Yes,1,Travel_Frequently,Human Resources,28,3,Medical,1,Male,2,Human Resources,Single,5737,6838,12382,47,635,6,Yes,16,3,4,3,2,1,80,0,6,4,1,5,1,5,0,2019-08-17,2024-10-06,1006,Helsinki,Full Remote,Retirement
1375,39,36-45,No,0,Non-Travel,Research & Development,23,5,Medical,1,Male,3,Research Scientist,Married,7463,9063,26610,87,942,1,No,12,3,4,1,3,3,80,1,20,2,2,10,2,0,1,2014-10-19,2024-11-03,1082,Oslo,No,Not applicable
1376,34,26-35,No,0,Travel_Rarely,Research & Development,17,3,Technical Degree,1,Male,2,Laboratory Technician,Single,4626,5491,7746,65,312,0,No,23,3,1,2,1,1,80,1,14,1,3,1,1,1,0,2023-05-17,2024-12-15,1028,Helsinki,Hybrid,Not applicable
1377,37,36-45,No,0,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,3,Sales Representative,Married,5741,7143,6370,40,797,0,No,25,3,4,3,2,2,80,0,17,1,1,0,0,0,0,2024-05-01,2024-07-12,1003,Malmo,Full Remote,Not applicable
1378,33,26-35,No,0,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Male,2,Laboratory Technician,Married,4604,6293,16282,50,538,2,No,17,3,3,3,4,1,80,0,14,4,4,6,3,1,0,2018-06-27,2024-01-10,1058,Helsinki,No,Not applicable
1379,31,26-35,No,0,Travel_Rarely,Research & Development,16,5,Medical,1,Male,2,Research Director,Single,17703,25008,9189,99,1117,1,No,15,3,4,4,2,3,80,0,9,6,3,8,3,6,6,2016-12-14,2024-05-30,1037,Helsinki,Full Remote,Not applicable
1380,36,36-45,No,0,Travel_Rarely,Research & Development,20,3,Life Sciences,1,Male,2,Research Scientist,Single,3878,5070,11402,71,1091,7,No,18,3,4,4,1,2,80,0,14,3,4,8,2,7,3,2016-06-20,2024-07-18,1028,Stockholm,Hybrid,Not applicable
1381,36,36-45,Yes,1,Travel_Rarely,Research & Development,3,4,Marketing,1,Male,2,Manager,Single,14705,19673,18099,86,977,1,Yes,17,3,3,3,4,2,80,0,15,3,1,8,1,0,1,2016-03-25,2024-10-15,1088,Stockholm,Hybrid,Relocation
1382,39,36-45,No,0,Travel_Rarely,Sales,9,4,Medical,1,Male,3,Sales Executive,Married,7067,9224,19344,49,807,3,No,14,3,2,2,2,2,80,1,20,3,2,1,1,1,1,2023-05-18,2024-09-15,1072,Malmo,Hybrid,Not applicable
1383,31,26-35,No,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,1,Laboratory Technician,Married,4370,5779,22211,74,217,5,No,13,3,1,4,3,4,80,1,3,4,1,3,2,3,3,2021-05-10,2024-10-14,1093,Oslo,Hybrid,Not applicable
1384,38,36-45,No,0,Non-Travel,Research & Development,14,1,Other,1,Male,3,Laboratory Technician,Single,5617,7529,7171,62,387,0,No,11,3,4,3,4,2,80,0,19,2,2,2,2,2,2,2022-12-05,2024-01-03,1031,Oslo,No,Not applicable
1385,33,26-35,No,0,Travel_Frequently,Human Resources,14,3,Human Resources,1,Female,3,Human Resources,Single,4694,5902,2368,89,386,3,No,19,3,4,4,2,3,80,1,13,3,4,0,0,0,0,2024-01-21,2024-01-05,1039,Oslo,Hybrid,Not applicable
1386,27,26-35,No,0,Non-Travel,Research & Development,22,3,Technical Degree,1,Male,1,Manufacturing Director,Divorced,8701,11535,14278,64,562,1,No,22,3,3,1,3,1,80,1,2,2,3,0,0,0,0,2024-07-21,2024-09-02,1049,Copenhagen,Hybrid,Not applicable
1387,34,26-35,No,0,Travel_Rarely,Research & Development,14,5,Human Resources,1,Male,2,Research Scientist,Married,4003,5181,15745,90,994,0,Yes,24,4,1,2,4,1,80,1,10,1,2,4,1,0,0,2020-08-31,2024-03-31,1089,Stockholm,Full Remote,Not applicable
1388,25,18-25,No,0,Travel_Frequently,Sales,5,1,Life Sciences,1,Male,1,Sales Executive,Married,5798,7018,11951,98,1359,0,No,17,4,3,3,2,2,80,2,5,2,2,5,5,5,2,2019-11-22,2024-09-25,1080,Gothenburg,Hybrid,Not applicable
1389,42,36-45,No,0,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,Laboratory Technician,Divorced,3926,4671,18465,44,230,2,No,13,3,1,1,4,2,80,2,14,1,4,2,0,2,0,2022-09-27,2024-12-19,1088,Helsinki,Hybrid,Not applicable
1390,35,26-35,No,0,Travel_Rarely,Research & Development,17,3,Other,1,Male,2,Laboratory Technician,Divorced,6831,9280,20709,42,406,0,No,24,3,2,3,1,3,80,0,9,2,2,0,0,0,0,2024-12-05,2024-08-19,1090,Malmo,Hybrid,Not applicable
1391,43,36-45,No,0,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,3,Manufacturing Director,Single,9856,11695,25814,36,860,0,No,16,3,2,4,1,3,80,1,21,2,3,3,3,3,0,2021-12-30,2024-03-07,1084,Copenhagen,No,Not applicable
1392,40,36-45,Yes,1,Travel_Rarely,Research & Development,2,1,Other,1,Male,3,Research Scientist,Divorced,4164,5739,17607,61,1295,1,No,14,3,3,1,3,3,80,1,21,4,4,13,3,9,3,2011-03-03,2024-07-27,1063,Oslo,Hybrid,Work-life balance
1393,38,36-45,No,0,Travel_Frequently,Research & Development,13,3,Marketing,1,Female,4,Research Director,Single,20000,27257,6379,60,1093,0,Yes,11,3,3,2,3,2,80,0,19,3,2,6,4,5,4,2018-02-14,2024-03-24,1014,Oslo,No,Not applicable
1394,46,46-55,Yes,1,Travel_Frequently,Research & Development,25,4,Life Sciences,1,Female,5,Research Director,Married,20000,28200,20146,35,164,5,No,23,3,2,3,4,3,80,3,24,2,4,0,0,0,0,2024-07-01,2024-03-22,1074,Copenhagen,Full Remote,Retirement
1395,34,26-35,No,0,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,2,Laboratory Technician,Married,4748,6466,22794,44,704,4,No,24,3,1,4,4,3,80,1,15,5,1,0,0,0,0,2024-06-07,2024-11-14,1077,Malmo,Hybrid,Not applicable
1396,29,26-35,No,0,Travel_Rarely,Research & Development,13,3,Life Sciences,1,Male,3,Manager,Single,17626,21360,20384,43,976,0,No,15,3,4,4,4,3,80,1,10,3,3,10,1,9,5,2014-06-23,2024-05-26,1035,Gothenburg,Hybrid,Not applicable
1397,52,46-55,No,0,Non-Travel,Research & Development,18,3,Life Sciences,1,Male,5,Laboratory Technician,Married,7198,8993,8149,68,728,4,Yes,19,3,2,3,4,1,80,3,33,2,1,5,2,4,1,2019-03-14,2024-09-24,1058,Oslo,Hybrid,Not applicable
1398,25,18-25,No,0,Travel_Rarely,Sales,29,5,Human Resources,1,Male,1,Sales Representative,Married,3580,4633,20831,83,313,1,No,11,3,1,2,3,4,80,0,6,2,3,1,1,1,1,2023-07-09,2024-06-06,1044,Helsinki,Hybrid,Not applicable
1399,32,26-35,No,0,Travel_Rarely,Research & Development,4,1,Technical Degree,1,Female,1,Laboratory Technician,Single,3839,4574,23301,78,615,0,No,24,3,3,2,4,2,80,1,6,5,3,2,0,0,1,2022-11-03,2024-07-29,1040,Copenhagen,No,Not applicable
1400,23,18-25,No,0,Travel_Rarely,Sales,4,3,Life Sciences,1,Male,2,Sales Representative,Divorced,4372,5165,5646,77,1086,1,No,20,4,3,1,1,2,80,0,0,1,3,0,0,0,0,2024-01-31,2024-07-31,1045,Stockholm,No,Not applicable
1401,33,26-35,No,0,Non-Travel,Research & Development,2,1,Technical Degree,1,Male,2,Research Scientist,Married,7378,10273,21481,34,1033,2,No,21,3,2,1,4,3,80,2,10,5,2,2,2,1,2,2022-07-27,2024-06-17,1036,Copenhagen,No,Not applicable
1402,32,26-35,Yes,1,Travel_Rarely,Sales,27,3,Life Sciences,1,Female,2,Sales Representative,Single,2866,3561,8800,48,1429,1,Yes,11,3,4,2,2,2,80,0,13,4,4,2,2,2,2,2022-12-11,2024-07-15,1075,Copenhagen,Hybrid,Career change
1403,34,26-35,No,0,Travel_Frequently,Research & Development,27,4,Marketing,1,Male,2,Research Scientist,Divorced,5781,7668,22386,88,420,1,No,11,3,3,4,3,2,80,0,13,1,4,9,0,9,0,2015-12-30,2024-01-08,1041,Stockholm,No,Not applicable
1404,50,46-55,No,0,Travel_Rarely,Research & Development,14,3,Technical Degree,1,Female,4,Laboratory Technician,Married,7393,9804,22185,54,1201,0,No,18,3,1,4,2,2,80,0,30,2,2,8,5,2,3,2016-07-24,2024-03-13,1039,Copenhagen,Full Remote,Not applicable
1405,40,36-45,No,0,Travel_Rarely,Research & Development,12,4,Medical,1,Female,3,Laboratory Technician,Single,6031,8180,4564,51,361,3,No,12,4,2,2,4,4,80,1,17,1,4,1,0,1,0,2023-08-30,2024-09-08,1083,Malmo,Full Remote,Not applicable
1406,39,36-45,No,0,Travel_Rarely,Research & Development,11,2,Medical,1,Male,3,Research Scientist,Married,7748,10875,13128,52,231,0,No,14,3,2,2,3,2,80,2,16,3,3,1,1,1,1,2023-04-27,2024-09-22,1088,Copenhagen,Hybrid,Not applicable
1407,31,26-35,Yes,1,Travel_Frequently,Research & Development,23,4,Medical,1,Female,1,Research Scientist,Married,4782,6310,13907,43,466,3,No,25,3,1,1,1,1,80,1,5,2,1,5,2,3,2,2019-06-04,2024-03-01,1066,Oslo,No,Compensation
1408,39,36-45,No,0,Travel_Rarely,Research & Development,5,2,Technical Degree,1,Male,2,Laboratory Technician,Single,5079,7163,24249,45,1408,4,No,19,3,1,3,3,1,80,1,11,2,4,0,0,0,0,2024-02-26,2024-11-10,1027,Oslo,Hybrid,Not applicable
1409,22,18-25,Yes,1,Travel_Frequently,Human Resources,13,4,Life Sciences,1,Male,1,Manager,Single,13186,17868,16320,50,1390,0,Yes,19,3,2,2,2,1,80,0,3,2,3,3,2,0,0,2021-10-01,2024-09-12,1043,Copenhagen,No,Manager relationship
1410,38,36-45,No,0,Travel_Rarely,Research & Development,16,3,Medical,1,Male,2,Laboratory Technician,Divorced,5918,7833,23697,31,173,0,No,12,3,1,1,3,4,80,0,14,5,3,4,4,1,2,2020-11-17,2024-06-29,1044,Helsinki,Hybrid,Not applicable
1411,38,36-45,No,0,Travel_Rarely,Research & Development,5,3,Medical,1,Male,2,Research Scientist,Married,3430,4668,11984,62,1045,0,No,22,3,3,2,1,1,80,0,10,3,4,0,0,0,0,2024-02-22,2024-06-08,1094,Malmo,Hybrid,Not applicable
1412,47,46-55,No,0,Non-Travel,Research & Development,2,1,Technical Degree,1,Male,4,Manufacturing Director,Married,11787,16007,7531,74,1222,0,No,20,3,4,2,3,3,80,0,28,1,2,2,0,0,0,2022-05-30,2024-10-21,1083,Stockholm,Hybrid,Not applicable
1413,44,36-45,No,0,Travel_Frequently,Research & Development,24,2,Life Sciences,1,Male,4,Research Director,Single,20000,27962,15586,62,247,1,No,13,3,1,3,1,1,80,1,25,2,2,0,0,0,0,2024-10-06,2024-06-04,1039,Helsinki,No,Not applicable
1414,34,26-35,No,0,Travel_Rarely,Research & Development,24,4,Medical,1,Male,2,Laboratory Technician,Single,5023,6587,19987,43,438,6,Yes,24,3,2,4,3,2,80,1,11,2,4,6,0,3,1,2018-06-21,2024-06-15,1016,Oslo,Hybrid,Not applicable
1415,47,46-55,No,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,4,Laboratory Technician,Divorced,4649,6153,2055,98,897,0,No,18,3,2,1,4,1,80,1,25,2,2,0,0,0,0,2024-02-05,2024-09-02,1060,Copenhagen,Hybrid,Not applicable
1416,30,26-35,Yes,1,Travel_Rarely,Sales,28,2,Marketing,1,Male,2,Sales Representative,Married,3787,4612,15508,85,504,1,No,19,3,2,1,1,3,80,1,9,3,1,9,0,0,0,2015-08-03,2024-09-14,1003,Gothenburg,No,Relocation
1417,23,18-25,No,0,Travel_Rarely,Sales,21,1,Life Sciences,1,Male,2,Sales Representative,Married,4407,5429,12118,95,1451,1,No,14,4,2,3,1,3,80,0,0,3,3,0,0,0,0,2024-09-28,2024-03-02,1058,Gothenburg,No,Not applicable
1418,43,36-45,Yes,1,Travel_Rarely,Research & Development,4,1,Medical,1,Male,3,Manager,Divorced,18898,23814,5507,81,503,8,No,11,3,1,3,3,1,80,0,23,2,2,3,0,1,3,2021-02-12,2024-12-21,1025,Copenhagen,Hybrid,Retirement
1419,30,26-35,No,0,Travel_Rarely,Research & Development,10,4,Human Resources,1,Male,1,Manager,Married,11568,14981,8092,79,1320,6,Yes,17,3,3,2,4,4,80,1,7,2,4,0,0,0,0,2024-01-04,2024-09-23,1001,Stockholm,Hybrid,Not applicable
1420,38,36-45,No,0,Travel_Rarely,Sales,26,3,Medical,1,Male,4,Sales Representative,Single,5010,6566,21109,71,407,0,No,17,3,3,1,3,1,80,1,19,5,3,5,4,5,3,2019-06-03,2024-04-12,1024,Oslo,Full Remote,Not applicable
1421,20,18-25,No,0,Travel_Rarely,Research & Development,13,2,Marketing,1,Male,2,Research Scientist,Married,4840,6271,25892,39,260,3,No,14,3,1,3,1,4,80,0,0,4,1,0,0,0,0,2024-10-23,2024-05-05,1028,Malmo,No,Not applicable
1422,51,46-55,No,0,Travel_Rarely,Sales,4,1,Life Sciences,1,Female,4,Sales Representative,Married,5584,6912,22317,93,1061,1,No,12,3,2,2,3,2,80,0,29,3,2,9,2,8,1,2015-09-02,2024-03-29,1085,Helsinki,Hybrid,Not applicable
1423,39,36-45,No,0,Travel_Rarely,Research & Development,21,4,Marketing,1,Female,2,Research Scientist,Single,5705,6820,24149,68,1259,0,No,13,3,3,3,3,4,80,1,2,4,3,2,2,1,0,2022-10-31,2024-03-06,1065,Malmo,Hybrid,Not applicable
1424,29,26-35,No,0,Non-Travel,Sales,4,4,Life Sciences,1,Male,2,Sales Executive,Married,7570,9028,11249,66,589,3,No,16,3,2,2,1,3,80,3,3,2,1,3,0,0,3,2021-10-07,2024-05-20,1013,Gothenburg,No,Not applicable
1425,36,36-45,Yes,1,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Female,2,Laboratory Technician,Single,4294,5825,17819,67,256,0,No,25,3,3,1,4,2,80,0,13,2,2,1,0,1,1,2023-05-04,2024-06-04,1021,Helsinki,Full Remote,Compensation
1426,35,26-35,No,0,Travel_Rarely,Research & Development,8,2,Marketing,1,Male,4,Research Scientist,Divorced,8879,12130,7824,42,793,2,Yes,12,3,3,4,1,2,80,1,16,3,2,14,0,6,1,2010-01-25,2024-07-10,1088,Stockholm,Hybrid,Not applicable
1427,18,18-25,Yes,1,Travel_Frequently,Research & Development,8,2,Medical,1,Male,1,Laboratory Technician,Married,3207,4078,3607,48,1027,3,No,24,3,1,1,2,2,80,1,0,2,3,0,0,0,0,2024-03-20,2024-03-08,1024,Gothenburg,Full Remote,Manager relationship
1428,35,26-35,No,0,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Male,2,Laboratory Technician,Divorced,5614,7313,12192,41,716,2,No,24,3,1,1,2,2,80,0,11,3,1,8,2,0,5,2016-12-24,2024-08-13,1038,Copenhagen,Hybrid,Not applicable
1429,31,26-35,No,0,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,1,Research Scientist,Married,3461,4479,14684,43,894,0,No,23,3,3,1,3,1,80,0,6,0,1,5,2,0,5,2019-06-12,2024-03-22,1094,Copenhagen,Full Remote,Not applicable
1430,42,36-45,No,0,Travel_Rarely,Research & Development,17,1,Life Sciences,1,Male,4,Manager,Divorced,19526,23429,9288,82,501,1,Yes,15,3,2,3,3,3,80,0,19,4,1,0,0,0,0,2024-06-09,2024-10-14,1004,Malmo,Full Remote,Not applicable
1431,37,36-45,No,0,Travel_Frequently,Sales,24,1,Life Sciences,1,Male,4,Sales Executive,Single,10510,14774,25810,36,724,3,No,20,3,4,2,4,2,80,1,18,3,1,5,3,0,1,2019-06-30,2024-01-11,1059,Stockholm,Hybrid,Not applicable
1432,45,36-45,No,0,Travel_Rarely,Research & Development,22,3,Marketing,1,Female,3,Healthcare Representative,Married,7462,9148,14033,84,1104,2,Yes,16,4,1,2,1,4,80,0,19,0,1,2,1,1,2,2022-09-29,2024-06-05,1024,Copenhagen,Hybrid,Not applicable
1433,26,26-35,No,0,Travel_Rarely,Research & Development,8,3,Medical,1,Male,2,Research Scientist,Married,4593,5831,6285,45,106,0,No,24,3,4,2,1,3,80,0,6,3,2,3,3,3,3,2021-09-01,2024-09-10,1075,Gothenburg,Hybrid,Not applicable
1434,27,26-35,No,0,Travel_Rarely,Sales,29,1,Life Sciences,1,Male,2,Sales Executive,Single,6638,8350,3845,48,1497,3,No,20,3,2,3,4,4,80,1,8,3,1,8,1,5,1,2016-03-01,2024-03-18,1001,Copenhagen,Hybrid,Not applicable
1435,46,46-55,No,0,Travel_Frequently,Research & Development,17,4,Life Sciences,1,Female,3,Research Scientist,Single,4712,6205,11802,53,887,2,No,21,3,4,4,1,4,80,0,22,3,4,13,0,8,2,2011-07-06,2024-08-14,1091,Gothenburg,Hybrid,Not applicable
1436,22,18-25,No,0,Travel_Frequently,Research & Development,25,4,Life Sciences,1,Female,1,Research Scientist,Single,3859,5221,19585,98,1450,6,No,24,3,4,2,3,3,80,1,0,4,1,0,0,0,0,2024-06-18,2024-05-19,1067,Gothenburg,Hybrid,Not applicable
1437,52,46-55,Yes,1,Travel_Rarely,Research & Development,3,3,Medical,1,Female,5,Healthcare Representative,Single,12835,17386,13721,86,478,0,Yes,21,3,2,1,3,1,80,0,33,3,3,4,0,4,4,2020-01-29,2024-10-09,1062,Oslo,No,Compensation
1438,44,36-45,No,0,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,Laboratory Technician,Divorced,6043,8030,24776,94,671,1,Yes,20,3,1,4,4,2,80,1,20,4,1,2,0,2,2,2022-06-02,2024-11-27,1060,Gothenburg,Hybrid,Not applicable
1439,37,36-45,No,0,Non-Travel,Sales,2,1,Medical,1,Male,2,Sales Executive,Married,6797,8643,9806,35,866,1,Yes,23,3,1,1,3,3,80,0,11,4,3,2,1,0,2,2022-10-14,2024-04-21,1048,Helsinki,No,Not applicable
1440,38,36-45,No,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Research Director,Single,20000,27588,6613,59,1427,0,Yes,14,4,4,2,1,2,80,2,19,6,2,2,2,2,2,2022-05-01,2024-06-27,1054,Helsinki,Hybrid,Not applicable
1441,45,36-45,No,0,Travel_Rarely,Human Resources,5,4,Technical Degree,1,Male,4,Human Resources,Married,7039,8774,16694,60,643,1,No,12,3,3,4,3,3,80,1,23,2,4,6,0,2,4,2018-01-20,2024-10-27,1084,Gothenburg,Hybrid,Not applicable
1442,25,18-25,No,0,Travel_Rarely,Human Resources,16,2,Technical Degree,1,Female,2,Human Resources,Divorced,4601,6022,7867,93,1096,9,Yes,19,3,4,4,2,4,80,3,6,2,1,0,0,0,0,2024-06-01,2024-12-03,1053,Malmo,Hybrid,Not applicable
1443,32,26-35,Yes,1,Travel_Frequently,Research & Development,22,2,Marketing,1,Female,3,Healthcare Representative,Married,7749,9688,4350,59,1167,0,No,12,3,4,3,1,4,80,1,8,1,3,1,1,1,1,2023-02-21,2024-04-19,1083,Gothenburg,No,Manager relationship
1444,35,26-35,No,0,Travel_Frequently,Research & Development,26,3,Medical,1,Male,3,Manufacturing Director,Divorced,8760,12348,14257,72,415,2,No,17,3,3,3,2,2,80,0,14,2,4,8,0,6,5,2016-03-02,2024-06-30,1092,Helsinki,Hybrid,Not applicable
1445,42,36-45,No,0,Travel_Rarely,Human Resources,29,1,Life Sciences,1,Female,3,Human Resources,Single,5939,7316,20363,53,568,0,Yes,18,3,1,1,3,4,80,1,22,2,3,7,0,0,5,2017-11-30,2024-09-26,1017,Malmo,Hybrid,Not applicable
1446,50,46-55,No,0,Travel_Rarely,Sales,17,3,Medical,1,Male,5,Sales Executive,Married,12234,17122,14857,97,666,0,No,18,3,4,3,3,3,80,0,25,3,4,5,2,1,3,2019-04-01,2024-02-21,1093,Stockholm,Hybrid,Not applicable
1447,38,36-45,No,0,Non-Travel,Research & Development,5,3,Medical,1,Male,3,Research Scientist,Married,7806,10296,7660,88,726,2,No,23,3,3,3,3,4,80,0,9,3,2,0,0,0,0,2024-01-17,2024-03-16,1006,Gothenburg,Hybrid,Not applicable
1448,52,46-55,No,0,Travel_Rarely,Research & Development,21,1,Life Sciences,1,Female,5,Laboratory Technician,Single,6331,7552,3515,56,460,1,No,18,3,3,2,2,4,80,0,33,4,1,0,0,0,0,2024-05-26,2024-12-18,1061,Copenhagen,Hybrid,Not applicable
1449,37,36-45,No,0,Non-Travel,Research & Development,9,5,Life Sciences,1,Female,2,Research Scientist,Married,3940,4722,15855,65,798,1,No,16,3,3,3,2,4,80,3,13,1,4,1,1,1,1,2023-02-23,2024-05-31,1070,Oslo,No,Not applicable
1450,33,26-35,Yes,1,Travel_Rarely,Sales,17,2,Medical,1,Male,1,Sales Representative,Married,2586,3498,23218,53,714,0,Yes,20,3,2,3,4,1,80,1,5,2,4,5,0,1,5,2019-01-04,2024-07-09,1039,Helsinki,No,Retirement
1451,23,18-25,No,0,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,1,Laboratory Technician,Single,3658,5068,20179,74,1131,0,Yes,11,3,4,2,3,4,80,0,2,1,3,0,0,0,0,2024-10-24,2024-06-21,1025,Malmo,No,Not applicable
1452,35,26-35,No,0,Travel_Frequently,Research & Development,4,2,Technical Degree,1,Female,2,Healthcare Representative,Married,6151,8266,5833,81,1457,2,No,22,3,4,4,3,4,80,0,15,2,1,10,0,1,0,2014-08-21,2024-09-10,1085,Malmo,No,Not applicable
1453,27,26-35,No,0,Travel_Rarely,Research & Development,1,2,Other,1,Male,2,Research Scientist,Single,5441,6800,14549,39,1015,0,No,11,3,2,1,2,3,80,3,8,3,4,8,0,2,8,2016-12-27,2024-11-14,1037,Gothenburg,No,Not applicable
1454,45,36-45,No,0,Travel_Rarely,Research & Development,14,3,Medical,1,Male,4,Healthcare Representative,Married,9239,11656,14907,55,359,3,No,13,3,2,4,2,1,80,0,23,2,4,0,0,0,0,2024-12-01,2024-01-13,1089,Malmo,No,Not applicable
1455,19,18-25,No,0,Travel_Frequently,Research & Development,21,3,Life Sciences,1,Male,1,Healthcare Representative,Single,5854,8229,16535,63,491,5,No,24,3,1,3,2,3,80,0,0,3,1,0,0,0,0,2024-08-16,2024-04-25,1094,Stockholm,Hybrid,Not applicable
1456,31,26-35,No,0,Travel_Rarely,Sales,16,4,Life Sciences,1,Male,1,Sales Representative,Single,4671,6631,16322,40,186,1,No,17,3,1,1,3,3,80,1,6,2,1,4,3,1,2,2020-12-08,2024-12-13,1003,Copenhagen,Hybrid,Not applicable
1457,50,46-55,No,0,Non-Travel,Research & Development,7,2,Other,1,Male,5,Healthcare Representative,Married,13101,16624,13090,88,772,0,No,18,4,2,1,3,3,80,1,31,0,3,7,4,3,2,2017-01-15,2024-09-14,1015,Oslo,Hybrid,Not applicable
1458,46,46-55,No,0,Travel_Rarely,Research & Development,4,4,Technical Degree,1,Male,3,Laboratory Technician,Single,4696,6070,16706,61,568,9,No,12,4,3,2,2,2,80,1,23,2,4,4,1,1,4,2020-04-28,2024-01-28,1005,Stockholm,No,Not applicable
1459,30,26-35,No,0,Travel_Rarely,Research & Development,2,3,Medical,1,Male,1,Research Scientist,Single,4887,6752,4783,53,1227,7,No,24,3,1,3,1,4,80,0,5,2,4,5,0,0,2,2019-11-20,2024-01-05,1003,Helsinki,No,Not applicable
1460,39,36-45,No,0,Travel_Rarely,Research & Development,9,3,Medical,1,Male,4,Research Scientist,Single,8525,12022,11167,51,453,0,No,20,3,4,3,4,4,80,0,19,2,2,4,4,0,3,2020-03-18,2024-03-13,1086,Copenhagen,Hybrid,Not applicable
1461,37,36-45,No,0,Travel_Rarely,Research & Development,13,1,Technical Degree,1,Male,2,Laboratory Technician,Single,4288,5525,16499,94,529,3,No,18,3,3,2,3,2,80,2,12,4,1,8,3,2,2,2016-04-24,2024-03-08,1088,Malmo,Hybrid,Not applicable
1462,31,26-35,No,0,Travel_Rarely,Sales,16,2,Other,1,Female,2,Sales Executive,Single,6580,8773,2188,32,227,9,No,21,4,4,1,4,3,80,1,0,1,3,0,0,0,0,2024-12-25,2024-11-15,1030,Stockholm,Hybrid,Not applicable
